,Unnamed: 0,name,lat,lng,address,uid,shop_hours,price,service_rating,environment_rating,taste_rating,comment_num,image_num,tag,content_tag,overall_rating
22,22,巧克力蛋糕店,31.23905864,121.4978512,世纪大道8号国金中心商场LG2-B1,0e1f289c892137aaed74f832,10:00-22:00,97,0,0,0,,1,美食;蛋糕甜品店,,4.37
23,23,Ritz Carlton Buffet餐厅,31.23847929,121.496602,上海浦东新区世纪大道8号国金中心丽思卡尔顿酒店58楼,f51af52b10d86944c03644f1,10:00-24:00,132,4.55,4.65,4.25,198,1,美食;外国餐厅,高大上;菜品精致;情侣约会;停车方便;好友聚会;高颜值;亲子餐厅;高级休闲;现点现做;甜品好吃;适合团建;有服务费;味道不错;菜品新鲜;生日优惠;环境不错;服务热情;适合聚餐;价格实惠;份量足;位置优越;亲子好去处;回头客;交通便利;口味偏淡;菜品丰富;人气旺,4.4
24,24,咖喱食堂·匠,31.249064,121.4932083,北外滩街道东大名路500号邮轮城邮食荟1号档口,1d2d1a61c969e8a9df1e52d2,09:00-21:00,46,0,0,0,2,1,美食;小吃快餐店,萝卜片好吃,4
25,25,吃饭皇帝大土家民族菜(正大广场店),31.2390841,121.4957409,上海市浦东新区陆家嘴西路168号正大广场F6,470411ed66a4f3dd5e0d02ec,"周一至周五 11:00-14:00,17:00-22:00,周六至周日 11:00-14:30,17:00-22:00",210,0,0,0,123,2,美食;中餐厅,鱼很嫩;有服务费;上菜很快;适合聚餐;味道不错;菜品丰富;回头客;环境不错;菜品新鲜;价格实惠;口味偏淡;人气旺;菜品精致;近景点,4.58
26,26,星展员工餐厅,31.24400405,121.4990333,陆家嘴环路1318号星展银行大厦,61dedafaf4ae8f76a4c75618,10:00-22:00,30,0,0,0,1,1,美食;中餐厅,,5
27,27,陕西凉皮,31.23439146,121.5094189,自由贸易试验区浦东南路880号2-5室(上海),c85b36377d99e416ebe582f1,10:00-22:00,10,0,0,0,3,1,美食;小吃快餐店,,4
28,28,西式美食,31.2371204,121.5010506,上海市浦东新区世纪大道88号(近二号线陆家嘴站)金茂大厦内,e1d7d0bf62a01571ddee8b81,10:00-22:00,62,0,0,0,,1,美食;中餐厅,近景点,4
29,29,富麦小笼(正大广场店),31.23933401,121.495744,上海市浦东新区陆家嘴西路168号正大广场B2,478717e76390da1707026f9f,"周一至周日11:00-14:00,17:00-22:00",27,3.35,3.4,3.55,161,79,美食;小吃快餐店,现点现做;豪华地段;交通便利;干净卫生;工作餐;菜品精致;小笼不错;老字号;份量足;手机支付;价格实惠;老牌子;服务热情;回头客;味道不错;环境不错;人气旺;老店;口味偏淡;位置优越;店面大;菜品丰富;菜品新鲜;近滨江公园,4.2
30,30,新天世纪中餐厅,31.24435429,121.4997728,浦东新区陆家嘴环路1288号上海凯宾斯基大酒店2楼(近东园路),4440bde70e03a181441a3230,"周一至周日11:30-14:30,17:30-22:00",263,0,0,0,36,18,美食;中餐厅,干净卫生;蛋挞不错;停车方便;有服务费;上菜很快;菜品丰富;现点现做;份量足;味道不错;回头客;环境不错;价格实惠;人气旺;服务热情;位置优越;交通便利;店面大;菜品新鲜;菜品精致;近景点,4.37
31,31,清泉牛大(陆家嘴店),31.23705733,121.5041391,世纪大道160号览海国际广场B2楼荷特宝美食生活馆,6e78e74cd41abf0e95f08c2a,"周一至周五，周日10:30-14:30,17:00-21:00",33,0,0,0,15,1,美食;中餐厅,近景点,3.9
32,32,上海艺术馆·艺园雅集茶馆,31.24122568,121.4923907,滨江大道2727号上海国际会议中心东方滨江大酒店B2层一号电梯入,55ec250b42444b3a266e984b,09:00-20:00,123,0,0,0,21,1,美食;茶座,,3.5
33,33,面屋武藏(陆家嘴中心店),31.23341086,121.5109827,浦东新区浦东南路899号陆家嘴中心L+MallLG58,48356dce93a9818e3010afce,周一至周日11:00-20:30,69,0,0,0,5,1,美食;小吃快餐店,日式拉面很多,4
34,34,PRET A MANCER(上海国金中心商场店),31.23946064,121.49703,上海市浦东新区陆家嘴世纪大道8号上海国金中心商场B1,fe9ffaae97dea6c26fa3cca4,"周一至周五07:30-22:30周六,周日09:00-22:30",56,0,0,,,2,购物;商铺,,4.5
35,35,Takumi Robata&Sake Bar,31.23806206,121.4979283,陆家嘴世纪大道八号上海国金中心商场F4,f8f280f286bec4012b3a9f64,"周一至周五11:30-14:30 17:30-21:30周六,周日11:30-14:00 17:00-21:30",459,0,0,0,,1,美食;外国餐厅,,4.4
36,36,桂花楼(浦东香格里拉大酒店),31.23733643,121.4947089,上海浦东新区富城路33号香格里拉大酒店浦江楼1楼(近名商路),2fd2beab8db8ee4b7bdbd2ac,"11:30-14:30,17:30-22:00",407,5,5,5,166,25,美食;中餐厅,有包间;高大上;高级休闲;古色古香;家庭聚餐;菜品精致;有单人餐;现点现做;工作餐;好友聚会;亲子餐厅;牛肉粒很嫩;停车方便;适合团建;有服务费;上菜很快;有开瓶费;份量足;味道不错;回头客;环境不错;菜品丰富;价格实惠;服务热情;人气旺;亲子好去处;口味偏淡;菜品新鲜;交通便利;店面大;位置优越;近滨江公园,3.8
37,37,星巴克(金茂大厦店),31.23720151,121.500535,"上海市世纪大道88号金茂大厦JLIFE时尚生活中心2层2C-08,10铺位",e93761f64058b015223bf20e,周一至周五07:00-21:00 周六至周日08:00-20:00,34,3.85,3.95,3.85,100,47,美食;咖啡厅,连锁;高大上;游客最爱;桃桃很好喝;停车方便;有露天位;回头客;位置优越;店面大;环境优雅;味道不错;服务热情;份量足;人气旺,3.9
38,38,上海市虹口区为民点心店,31.24915794,121.4890621,上海市虹口区塘沽路53号附近,7632dd55c85f87bdf72310ac,周一至周日 06:00-13:00,14,0,0,0,,1,美食;小吃快餐店,近景点,4
39,39,粤点粤牛(华能大厦店),31.24133495,121.503915,浦东新区陆家嘴环路958号,47a8b2b480b184745f17c3e5,周一至周五 07:00-19:00,27,0,0,0,8,2,美食;中餐厅,推荐蒸蛋;近景点,3.4
40,40,FLOWER CAFE花吧,31.24095331,121.495046,上海浦东新区世纪大道1号东方明珠2号门,adde9093c826211f26d2bb34,09:30-21:00,25,1.1,1.5,1.6,11,17,购物;商铺,,4
41,41,luckincoffee(绿地尚悦湾店),31.24368342,121.5060264,浦东新区银城路66号尚悦湾负一层,12001128054deb72b626551d,周一至周日 10:00-19:30,20,0,0,0,,3,美食;咖啡厅,,4.1
42,42,贝莉美莓果汁吧(上港邮食荟店),31.24926395,121.4928394,东大名路500号上港邮食荟美食广场A铺,01e92516cbfb1c35e115f9e1,"周一至周五11:00-21:00周六,周日10:00-21:00",25,0,0,0,4,1,美食;蛋糕甜品店,,4.5
43,43,bellagio(陆家嘴店),31.24400105,121.4990303,陆家嘴环路1318号地下1层06室,697780f85ec496f42b06ce0b,"周一至周五10:00-20:00周六,周日10:00-15:00",99,,,,,,购物;商铺,,3.94
44,44,pedra alta法贝纳海鲜西餐(陆家嘴店),31.24666305,121.5096435,上海市浦东新区滨江大道1777号船厂1862江边103,041aa3b62a990e410782c2e5,11:00-23:30,329,0,0,0,6,6,美食;外国餐厅,,4.61
45,45,亲子屋和风丼飯料理(国金中心商场),31.23886986,121.4981846,世纪大道8号国金中心商场LG2层LG2-C-03,f6b06a21e16c68ceb72655ce,10:00-22:00,58,3.65,3.7,3.5,75,75,美食;外国餐厅,干净卫生;小食拼盘不错;现点现做;菜品精致;口味偏淡;适合聚餐;味道不错;上菜很快;环境不错;亲子好去处;服务热情;店面大;回头客;价格实惠;份量足;菜品新鲜;交通便利;位置优越;人气旺;菜品丰富,3.7
46,46,KOI The(正大广场西区店),31.23854477,121.4937169,上海市浦东新区陆家嘴西路168号正大广场F3,179d22a84cdd6348ed74f891,周一至周日10:00-22:00,25,0,0,0,,1,美食;小吃快餐店,近滨江公园,4
47,47,Fleur de sel food&kitchen,31.24401604,121.4990463,上海市浦东新区陆家嘴环路1318号附近,f38f7318ec8a3d0896031949,周一至周五07:30-20:30 ,49,0,0,0,,3,美食;外国餐厅,,3.62
48,48,大家小菜,31.2404966,121.5129439,上海市浦东新区崂山路172号附近,11e4ffa4f9248c173010af92,10:00-22:00,113,0,0,0,,1,美食;中餐厅,,4.03
49,49,郎舅便当(上海招远路店),31.23912548,121.5104245,招远路19弄29号,bec52c60d5cff8b322022099,10:00-20:00,16,0,0,0,6,11,美食;小吃快餐店,,4.7
50,50,星巴克(森茂店),31.24227422,121.5029379,上海市陆家嘴环路1000号恒生银行大厦一层,3be122e1c5a6574b1ef74d1a,周一至周五07:00-19:30 周日09:00-17:00 周六08:00-17:00,33,3.7,3.7,3.8,77,43,美食;咖啡厅,连锁;咖啡很香;停车方便;回头客;位置优越;饮品丰富;环境优雅;份量足;味道不错;服务热情;店面大;价格实惠;人气旺,3.8
51,51,王鼎沂久割烹料理,31.23362155,121.5133326,上海市浦东新区商城路665号-c栋2~4楼附近,2a2a907b3aad37eb102935e2,"11:00-14:00,17:00-22:00",250,0,0,0,17,3,美食;外国餐厅,牛舌厚;味道不错;环境不错;价格实惠,4.5
52,52,胡记锅贴,31.23369495,121.5092961,浦东南路880号东园小街,fd1042b1e7c34233f4eafc83,05:30-22:30,8,0,0,0,8,1,美食;小吃快餐店,锅贴好吃,3.81
53,53,雕爷牛腩(正大广场店),31.23935268,121.4956266,上海市浦东新区陆家嘴西路168号正大广场5F,bc1bcd945f96808f88b98804,11:00-22:00,168,0,0,0,200,41,美食;中餐厅,网红餐厅;菜品精致;茶很好喝;生日优惠;份量足;口味偏淡;亲子好去处;味道不错;环境不错;价格实惠;服务热情;菜品丰富;人气旺;交通便利;店面大;位置优越;菜品新鲜;近滨江公园,4.5
54,54,寻味市集(尚悦湾店),31.24351491,121.5048775,上海市浦东新区银城路66号尚悦湾购物中心地下一层,56ef8d266bf3fcc825e0a054,10:00-22:00,59,0,0,0,24,1,美食;其他,美味美,4.5
55,55,环球金融世纪100,31.23709116,121.5029153,上海市浦东新区世纪大道100号(陆家嘴),108e7b5667ac014e9e82ea8d,10:00-22:00,634,,,,,1,美食;其他,高大上;味道不错,4.26
56,56,金雨人家,31.2390546,121.5101244,上海浦东新区招远路21号(近即墨路),d0b8923fcc8d44fbb5f42f6f,周一至周日09:00-02:00,53,3.1,3.15,3,31,23,美食;中餐厅,干净卫生;家庭聚餐;好友聚会;地三鲜好吃;停车方便;适合团建;回头客;上菜很快;份量足;菜品丰富;味道不错;环境不错;菜品新鲜;价格实惠;交通便利;服务热情;口味偏淡;人气旺,3
57,57,星巴克(中银大厦店),31.24040122,121.4990248,上海市银城中路200号中银大厦大堂,23d568189eb6eedd45e27454,周一至周日07:00-23:30,39,0,0,0,,2,美食;咖啡厅,连锁,3.66
58,58,西贝莜面村(上海正大广场店),31.23839674,121.4946338,上海市浦东新区陆家嘴西路168号正大广场F8,f4ec81f05ae9a0025f17c3a3,"周一至周五 11:00-14:30,16:30-20:00 周六至周日 11:00-21:00",101,0,0,0,107,12,美食;中餐厅,连锁;干净卫生;好友聚会;菜品精致;家庭聚餐;交通便利;高大上;工作餐;生日优惠;情侣约会;面食不错;停车方便;适合团建;亲子好去处;上菜很快;回头客;份量足;现点现做;味道不错;手机支付;环境不错;价格实惠;人气旺;服务热情;菜品丰富;店面大;口味偏淡;位置优越;近滨江公园,4.82
59,59,FLOWERCAFE,31.24079037,121.495354,上海市浦东新区世纪大道1号附近,d6a8658125a29c1a0ba8d4a4,10:00-22:00,35,0,0,0,2,3,美食;咖啡厅,,4.12
60,60,KOI The(白玉兰广场店),31.25064348,121.493376,上海市虹口区东大名路649弄106号附近,be510141d20c7dce931fc97b,周一至周日10:00-22:00,28,0,0,0,,1,美食;蛋糕甜品店,,4.65
61,61,尝遍全球100个风味冰淇淋,31.2412818,121.4963499,世纪大道1号,a8c0402957366a3bc61e51e1,周一至周日 09:30-21:30,31,0,0,0,13,1,美食;蛋糕甜品店,,4
62,62,谷芋(浦东南路店),31.23379098,121.5099002,浦东南路880号2-5室,1308feb4c3081f5bc51e51ab,09:00-22:00,17,0,0,0,3,1,美食;蛋糕甜品店,,4.3
63,63,香格里拉月饼屋,31.23735161,121.4956874,陆家嘴环路166号,6f8a63117d9ad2ad14c8f6e9,周一至周日10:00-19:00,30,0,0,0,,1,美食;蛋糕甜品店,,4
64,64,烘焙龙(金茂时尚生活中心店),31.23736703,121.5007391,上海市浦东新区世纪大道88号金茂时尚生活中心B1,4d98e860b5f43de40c0a70be,周一至周五 08:00-20:00 周六至周日 09:00-18:30,28,4.25,4.2,4.3,107,99,美食;小吃快餐店,吐司好吃;份量足;服务热情;亲子好去处;价格实惠;店面大;现点现做;菜品丰富;回头客;味道不错;环境不错;口味偏淡;菜品精致;近景点,4.5
65,65,BAKER&SPICE(陆家嘴中心店),31.23299571,121.5120866,上海市浦东新区商城路与南泉北路交叉路口往西约100米(陆家嘴中心L+MALL),142ba33c134ae02bc909f0b6,周一至周日 08:00-20:00  2020-05-03至2020-05-05 10:00-19:30,85,,,,,,购物;商铺,连锁,4.59
66,66,健面吃饭(栖霞路店),31.23828113,121.5118594,上海市浦东新区栖霞路53号,ae17fb4c5b7d788105fef514,周一至周日06:00-03:30,26,0,0,0,67,16,美食;小吃快餐店,干净卫生;工作餐;面好吃;上菜很快;份量足;回头客;人气旺;味道不错;店面大;环境不错;价格实惠;服务热情;菜品丰富;交通便利;位置优越;口味偏淡;菜品精致;菜品新鲜,4.3
67,67,菲斯特花园西餐厅,31.2420689,121.5042582,上海市浦东新区浦东南路256号华夏银行大厦102B,5455f62a1ef57b032afc482d,08:00-21:00,712,4.4,4.25,4.1,200,100,美食;外国餐厅,停车方便;牛排不错;情侣约会;菜品精致;生日优惠;味道不错;店面大;环境不错;服务热情;位置优越;有服务费;价格实惠;菜品新鲜;亲子好去处;份量足;回头客;交通便利;口味偏淡;人气旺;菜品丰富,4.4
68,68,晶采轩(浦东店),31.2376564,121.4956563,银城中路68号时代金融中心2-3楼近浦东南路西北角,37e1bb7a19a490f749fc8d33,周一至周日 11:00-14:00 17:00-21:00,384,0,0,0,,1,美食;中餐厅,,4.59
69,69,哒伊沃意大利餐厅,31.2336725,121.4882599,外滩街道金陵东路1号23楼,fbccea3bed58e6eb7adbd23d,周一至周日 11:00-17:00 17:30-23:00,809,0,0,0,,1,美食;外国餐厅,,4.88
70,70,兰州拉面(招远路店),31.2391242,121.510355,上海市浦东新区招远路19弄25-2,26707f6b8dd2d2cb4c3a599c,08:00-20:00,17,3.45,3.35,3.45,18,5,美食;小吃快餐店,蛋白软;老店;价格实惠;回头客;味道不错;环境不错;人气旺;菜品丰富;临街,3.9
71,71,乐轩和牛 EZ5(陆家嘴中心店),31.2333764,121.5109344,上海市浦东新区浦东南路899号陆家嘴中心商场RG01室(老佛爷百货顶层),388827ce43da137fb35c6a32,"11:30-14:00,17:30-22:00",974,0,0,0,63,1,美食;外国餐厅,食材不错;有服务费;菜品精致;有表演;情侣约会;味道不错;生日优惠;环境不错;价格实惠;口味偏淡;菜品新鲜;菜品丰富;人气旺,4.88
72,72,一楽面屋(陆家嘴店),31.23612174,121.4978035,浦东新区花园石桥路66号东亚银行金融大厦1层,0504e540c9e9277094ec84da,11:00-19:50,49,0,0,0,140,3,美食;小吃快餐店,鱼很新鲜饱满;味道不错;人气旺;环境不错;价格实惠;近景点,4.3
73,73,罗港园(震旦国际大厦店),31.23673698,121.4950801,富城路99号B1层,c3ef9722d525b472871541df,08:30-18:30 周一至周五,19,0,0,0,45,8,美食;中餐厅,午餐肉很大;现点现做;份量足;味道不错;菜品丰富;环境不错;价格实惠;服务热情;近滨江公园,3
74,74,炉边情谈(正大广场店),31.23884624,121.4948136,上海市浦东新区陆家嘴西路168号正大广场F8,a7d17233a45dd4e8fd0eb0dd,周一至周日 10:30-22:00,120,0,0,0,70,13,美食;外国餐厅,小菜好吃;味道不错;环境不错;有表演;价格实惠;口味偏淡;人气旺;菜品丰富,4.47
75,75,品浦会,31.23567658,121.4957985,上海市浦东新区花园石桥路33号-1楼,4a218369e0e3cb2726d2bbcc,周一至周日 11:00-14:00 17:00-21:30,304,0,0,0,,3,美食;中餐厅,近滨江公园,4.4
76,76,树根餐厅(招远路店),31.23897885,121.5099049,浦东新区招远路19弄甲6号104室,d1469ee7c075b77b853304ef,周一至周日09:00-02:00,53,3.1,3.15,3,31,23,美食;中餐厅,干净卫生;家庭聚餐;好友聚会;地三鲜好吃;停车方便;适合团建;回头客;上菜很快;份量足;菜品丰富;味道不错;环境不错;菜品新鲜;价格实惠;交通便利;服务热情;口味偏淡;人气旺,3
77,77,巴比馒头(东昌路店),31.23474996,121.5076835,上海浦东新区东昌路525号-1临,dd93af6c8099d99aa8f0cdc7,04:00-19:30 10月1日-4月30日04:00-19:00,4,0,0,0,27,19,美食;小吃快餐店,菜包好吃;现点现做;价格实惠;手机支付;服务热情;人气旺;亲子好去处;味道不错;回头客;环境不错;菜品丰富;位置优越;近景点,3.9
78,78,砂锅馄饨(南泉北路店),31.23918897,121.5111264,浦东新区栖霞路招远小区19弄17号103(近招远路),80de650b277b57f880a00ca5,周一至周日 10:00-02:00,66,0,0,0,10,,美食;小吃快餐店,砂锅很大,3
79,79,孔雀川菜(陆家嘴中心店),31.23320758,121.5106433,上海市浦东新区浦东南路909号附近,cce3bb3db5932dc901294f88,"11:00-14:00,17:00-22:00",135,0,0,0,200,3,美食;中餐厅,冰粉不错;有服务费;上菜很快;味道不错;人气旺;环境不错;价格实惠;菜品丰富;口味偏淡,4.61
80,80,港丽餐厅(陆家嘴中心店),31.23299073,121.5111046,浦东南路899号陆家嘴中心商场10楼1007室,240e657c89babcc0cac3dbc6,11:00-22:00,134,0,0,0,53,2,美食;中餐厅,连锁;鱼片很嫩;回头客;上菜很快;菜品丰富;适合聚餐;味道不错;环境不错;口味偏淡;价格实惠;人气旺;菜品新鲜,4.4
81,81,老山东鲁菜馆(浦东店),31.24124685,121.5063554,浦东新区浦东南路379号金穗大厦6楼(近浦东大道),3dc9befd00b6fd0fbfa24097,周一至周日 11:00-20:30,120,0,0,0,1,1,美食;中餐厅,圆子不错,4
82,82,HOMES飨宴,31.24645629,121.510026,陆家嘴滨江大道1777号404(船厂1862),d41e8d19104c0616eb56fa0c,10:00-22:00,456,0,0,0,179,5,美食;中餐厅,海蜇不错;有服务费;味道不错;环境不错;现点现做;菜品精致,4.5
83,83,重庆小面,31.2344262,121.5105336,上海市浦东新区浦东南路855号世界广场,634dca0d610637afd23ce3b0,08:00-20:30,16,0,0,0,4,1,美食;小吃快餐店,花生不错,3
84,84,太和殿精致麻辣火锅(上海环球金融中心店),31.23641479,121.5037096,上海市浦东新区世纪大道100号上海环球金融中心商场F3,49d9593887705c5ac61e516c,"周一至周日11:00-14:00,17:00-21:30",144,0,0,0,38,16,美食;外国餐厅,有包间;高大上;工作餐;好友聚会;亲子餐厅;现点现做;干净卫生;豪华地段;菜品精致;家庭聚餐;三文鱼腩很新鲜;停车方便;适合团建;有开瓶费;菜品新鲜;味道不错;环境不错;上菜很快;亲子好去处;服务热情;回头客;价格实惠;份量足;店面大;口味偏淡;位置优越;人气旺;菜品丰富,4.1
85,85,蜀大侠(陆家嘴店),31.24553409,121.5087246,银城路155-167号地下1层02单元,10fb4a5612713f8239221ca4,11:00-23:30,329,0,0,0,6,6,美食;外国餐厅,,4.37
86,86,拉州拉面,31.23468065,121.5074822,东昌路519-3号,dd30d883964e770621f01786,10:00-22:00,20,0,0,0,,1,美食;小吃快餐店,,3.8
87,87,布歌东京(国际金融中心IFC店),31.23884682,121.498051,中国(上海)自由贸易试验区世纪大道8号D座地下2层LG2-A-3室,88bc5f3474d8ffbb5a3ac8af,10:00-22:00,91,4.15,4.15,4.3,143,91,美食;蛋糕甜品店,蛋糕好吃;生日优惠;味道不错;人气旺;回头客;环境不错;价格实惠,4.3
88,88,Coffee Box,31.24907444,121.4941403,上海市虹口区东大名路470号4楼东南90米,bc8cffad5a27b7885abbbcf7,周一至周日 7:30-18:00,20,0,0,0,,1,美食;咖啡厅,,3.86
89,89,太平洋咖啡(浦发大厦店),31.23710088,121.5074552,上海市浦东新区浦东南路588号浦发大厦1楼1-2室,e228678fa6f8cd3f0aa8d46f,周一至周五08:00-18:30,25,0,0,0,36,1,美食;咖啡厅,连锁;蛋糕不错;现点现做;环境优雅;饮品丰富;味道不错;服务热情;价格实惠;人气旺,3.91
90,90,DELIZIEFOLLIE,31.23864972,121.4968832,世纪大道8号国金中心D座2楼(近浦东大道),3299edc18a4a93e642d63ec0,10:00-22:00,35,0,0,,,1,购物;商铺,,4.2
91,91,松发肉骨茶SongFa(浦东国金IFC店),31.23905261,121.4978121,世纪大道8号国金中心商场LG2层LG2-57,e225a4fce6978cb7ed74f8a9,周一至周日 11:00-22:00,84,0,0,0,200,1,美食;蛋糕甜品店,油条好吃;回头客;味道不错;口味偏淡;环境不错;人气旺;价格实惠;菜品丰富;近景点,4.26
92,92,烟波亭(震旦店),31.23655484,121.4950168,上海市浦东新区富城路99号震旦国际大楼B1层01,07f3c8b562e3767a6340a9ec,周一至周五 07:30-09:30 11:00-13:30 17:00-19:00,26,3.3,3.3,3.4,103,70,美食;中餐厅,豪华地段;饮料免费;手机支付;份量足;人气旺;味道不错;菜品丰富;环境不错;价格实惠;店面大;服务热情;菜品新鲜;近滨江公园,3.9
93,93,百年老店中华老字号,31.24095102,121.5107876,上海市浦东新区南泉北路与浦东大道交叉路口西北侧(上港小区),60526def6e2b4bf05fbe86d3,06:00-21:00,55,0,0,0,,1,美食;中餐厅,,4
